building_start_year,district,estate,house_id,housing_area,housing_status,metro,orientation,price,rental_mode,rooms,shi,ting,title,total_floor,wei,zone
1997,西湖区,欣园居,1.03103E+11,92,目前闲置,暂无数据,南,5300,整租,2室2厅1卫  整租,2,2,干净清爽，大两房，适合陪读或附，近上班族,7,1,九莲
2004,西湖区,黄龙雅苑,1.03103E+11,40,暂无数据,暂无数据,北,4500,暂无数据,1室1厅1卫,1,1,黄龙雅苑 1室1厅 4500元,18,1,黄龙
1997,西湖区,康乐香港城,1.03103E+11,81.36,目前闲置,暂无数据,南,4800,整租,3室1厅1卫  整租,3,1,康乐香港城 3室1厅 4800元,7,1,文三西路
2018,余杭区,合景映月台,1.03103E+11,118,暂无数据,暂无数据,南 北,9000,暂无数据,4室2厅2卫,4,2,合景映月台 4室2厅 9000元,7,2,闲林
1996,西湖区,桃源春居,1.03103E+11,96,目前出租,暂无数据,南 北,5200,整租,3室2厅1卫  整租,3,2,桃源春居 3室2厅 5200元,7,1,嘉绿
2005,西湖区,西溪锋尚苑,1.03103E+11,64,目前出租,暂无数据,东,4000,整租,2室1厅2卫  整租,2,1,西溪锋尚苑 loft户型 价格优惠 居家安静,7,2,文三西路
2016,西湖区,钱江之江新天地,1.03103E+11,37,暂无数据,暂无数据,西南,2500,暂无数据,1室1厅1卫,1,1,钱江之江新天地华丽小公寓！！！,7,1,转塘
2010,江干区,世茂江滨花园瑞景湾,1.03103E+11,88.9,目前闲置,距地铁地铁1号线(下沙江滨-湘湖)下沙江滨772米,南,3000,整租,3室1厅1卫  整租,3,1,瑞景湾89方三房，随时入住，适合一家人居住,33,1,沿江南
2010,江干区,保利鹭沙郡府,1.03104E+11,214,暂无数据,暂无数据,东南 南 北,9166,暂无数据,5室2厅3卫,5,2,保利鹭沙郡府 5室2厅 9166元,3,3,沿江南
1996,西湖区,康乐新村,1.03102E+11,59.89,目前闲置,暂无数据,南,5000,整租,2室1厅1卫  整租,2,1,温馨实用，简单的一个家，简单的生活,7,1,文三西路
2008,西湖区,圣苑小区,1.03102E+11,125,目前闲置,距地铁2号线三坝812米,南,7000,整租,3室2厅2卫  整租,3,2,圣苑小区 3室2厅 7000元,11,2,申花
2007,西湖区,紫金港湾,1.03103E+11,115,暂无数据,距地铁2号线墩祥街605米,南,5000,暂无数据,3室2厅2卫,3,2,紫金港湾 3室2厅 5000元,17,2,三墩
2018,滨江区,世茂智慧之门,1.03103E+11,34,暂无数据,距地铁1号线(临平-湘湖)江陵路605米,南,6000,暂无数据,2室1厅1卫,2,1,世茂智慧之门 2室1厅 6000元,19,1,滨江区政府
1998,拱墅区,湖墅新村,1.03103E+11,50.51,暂无数据,暂无数据,南,3200,暂无数据,2室1厅1卫,2,1,湖墅新村 2室1厅 3200元,7,1,信义坊
2000,上城区,皮市巷,1.03103E+11,85,暂无数据,暂无数据,南,8500,暂无数据,2室2厅1卫,2,2,皮市巷 2室2厅 8500元,15,1,清泰
1991,上城区,直箭道巷,1.03103E+11,69,目前闲置,暂无数据,南,4600,整租,2室1厅1卫  整租,2,1,直箭道巷  拎包入住 家电齐全,7,1,鼓楼
1988,西湖区,求是村,1.03103E+11,62.55,暂无数据,暂无数据,南,5200,暂无数据,2室1厅1卫,2,1,求是村 2室1厅 5200元,5,1,黄龙
1999,西湖区,嘉绿西苑,1.03103E+11,89,目前闲置,距地铁2号线古翠路558米,南 北,5100,整租,2室1厅1卫  整租,2,1,业主自住装修两房 中间楼层 采光无限,7,1,嘉绿
1988,西湖区,翠苑一区,1.03103E+11,49.51,目前闲置,距地铁2号线学院路565米,南,3800,整租,2室1厅1卫  整租,2,1,翠苑一区朝南两居室 小区配套成熟,7,1,翠苑
2007,西湖区,启真名苑,1.03103E+11,139,暂无数据,暂无数据,南,10000,暂无数据,3室2厅2卫,3,2,启真名苑 3室2厅 10000元,11,2,九莲
1989,西湖区,庆丰新村,1.03103E+11,65,目前闲置,暂无数据,南,4800,整租,2室1厅1卫  整租,2,1,庆丰新村 2室1厅 4800元,6,1,黄龙
1989,西湖区,曙光新村,1.03103E+11,56,目前闲置,暂无数据,南,6000,整租,2室1厅1卫  整租,2,1,曙光新村 2室1厅 6000元,7,1,黄龙
2012,西湖区,金地自在城,1.03103E+11,89,目前闲置,距地铁2号线金家渡1197米,南,4200,整租,3室1厅2卫  整租,3,1,金地自在城大三房 家具家电齐全 你值得拥有,24,2,三墩
1990,西湖区,王家弄,1.03103E+11,50.38,暂无数据,距地铁2号线武林门850米,南,5000,暂无数据,2室1厅1卫,2,1,王家弄 2室1厅 5000元,7,1,黄龙
2013,西湖区,五洲国际广场,1.03103E+11,33,暂无数据,距地铁2号线三坝538米,南,3300,暂无数据,1室1厅1卫,1,1,五洲国际广场 1室1厅 3300元,15,1,申花
2011,西湖区,中海紫藤苑,1.03103E+11,89,暂无数据,暂无数据,南,5400,暂无数据,3室1厅1卫,3,1,中海紫藤苑 3室1厅 5400元,11,1,三墩
1984,西湖区,武林门新村,1.03103E+11,65,目前闲置,距地铁2号线沈塘桥560米,南,4300,整租,2室2厅1卫  整租,2,2,沈塘桥地铁口，武林门新村大客厅两房,6,1,文三
2011,西湖区,朗郡庭园,1.03102E+11,191.23,暂无数据,暂无数据,南,5500,暂无数据,4室2厅2卫,4,2,朗郡大四房 方正格局 实用面积大,27,2,转塘
2016,西湖区,嘉里云荷廷,1.03103E+11,89.58,暂无数据,暂无数据,南,6500,暂无数据,3室2厅1卫,3,2,嘉里云荷廷，采光好，拎包入住。,16,1,之江
1995,西湖区,黄姑山路22号,1.03103E+11,51.99,暂无数据,暂无数据,西南,5000,暂无数据,1室0厅0卫,1,0,文三路颐高数码城旁边，可居家，可做商铺。可长租,7,0,九莲
2006,江干区,文苑风情,1.03103E+11,46.37,目前闲置,距地铁地铁1号线(下沙江滨-湘湖)文泽路559米,南,3500,整租,1室1厅1卫  整租,1,1,"文泽路地铁口简装, 欢迎年轻的租户入住",24,1,高教园区西
暂无数据,西湖区,都市阳光和苑,1.03103E+11,61,目前闲置,暂无数据,东,3000,整租,2室1厅1卫  整租,2,1,都市阳光和苑 2室1厅 3000元,28,1,良渚
2007,西湖区,嘉绿福苑,1.03103E+11,90.87,目前闲置,暂无数据,南 北,4200,整租,2室2厅1卫  整租,2,2,地段位置好，配套设施全，便宜两房,24,1,嘉绿
2005,西湖区,世纪新城东区,1.03103E+11,139,目前闲置,距地铁2号线古翠路270米,南,12000,整租,3室2厅2卫  整租,3,2,房子装修还不错，地段优越价格有点高 楼层采光也不错,18,2,嘉绿
2018,滨江区,世茂智慧之门,1.03103E+11,34.43,暂无数据,距地铁1号线(临平-湘湖)江陵路605米,南,6000,暂无数据,2室1厅1卫,2,1,世茂智慧之门 2室1厅 6000元,19,1,滨江区政府
2018,滨江区,世茂智慧之门,1.03103E+11,43,暂无数据,距地铁1号线(临平-湘湖)江陵路605米,南,6000,暂无数据,2室1厅1卫,2,1,世茂智慧之门 2室1厅 6000元,19,1,滨江区政府
2014,拱墅区,方正荷塘月色,1.03103E+11,89,暂无数据,暂无数据,南,4800,暂无数据,3室2厅1卫,3,2,方正荷塘月色 3室2厅 4800元,25,1,万达广场
2001,上城区,平海公寓,1.03103E+11,46.23,目前闲置,距地铁1号线(临平-湘湖)龙翔桥536米,东 西,3900,整租,1室1厅1卫  整租,1,1,平海公寓 1室1厅 3900元,18,1,湖滨
2015,西湖区,西溪诚园致诚苑,1.03103E+11,89,目前自住,暂无数据,南,10000,整租,2室2厅1卫  整租,2,2,高品质的房子，旁边是西溪银泰城,14,1,西溪
1996,西湖区,丹枫新村,1.03103E+11,67.09,目前闲置,暂无数据,南,3800,整租,2室1厅1卫  整租,2,1,丹枫新村 两室一厅一卫一厨 管道煤气,7,1,文三西路
2013,西湖区,五洲国际广场,1.03103E+11,29.97,目前闲置,距地铁2号线三坝529米,南,2800,整租,1室0厅1卫  整租,1,0,五洲国际酒店式公寓 可以居住也可以办公,11,1,申花
1990,西湖区,桃花弄,1.03103E+11,59.58,暂无数据,距地铁2号线武林门701米,南,3800,暂无数据,2室1厅1卫,2,1,桃花弄 2室1厅 3800元,6,1,黄龙
2002,西湖区,华门自由21世纪,1.03103E+11,51,暂无数据,暂无数据,东,4000,暂无数据,2室1厅1卫,2,1,华门自由21世纪 2室1厅 4000元,27,1,文教
2012,西湖区,西溪蝶园二期,1.03103E+11,138,目前闲置,暂无数据,南,11000,整租,3室2厅2卫  整租,3,2,中 央空调带地暖，带车位，近首座西溪谷金色西溪,15,2,西溪
2011,西湖区,创美华彩国际,1.03103E+11,44.3,暂无数据,暂无数据,南,2300,暂无数据,1室1厅1卫,1,1,创美华彩国际 1室1厅 2300元,20,1,三墩
2008,西湖区,云溪香山,1.03102E+11,138.91,目前闲置,暂无数据,南,5000,整租,3室2厅2卫  整租,3,2,电梯房，价格实惠，采光好，带小花园,7,2,转塘
1996,西湖区,浙江工业大学之江校区宿舍,1.03103E+11,80,暂无数据,暂无数据,南 北,2800,暂无数据,3室1厅1卫,3,1,浙江工业大学环境优美房！！！！,6,1,之江
1995,江干区,南肖埠社区,1.03103E+11,93,暂无数据,距地铁2号线庆春广场714米,南,5000,暂无数据,3室1厅1卫,3,1,南肖埠三房 东西齐全 拎包入住,7,1,南肖埠
1995,江干区,南肖埠社区,1.03103E+11,27.9,目前闲置,距地铁2号线庆菱路627米,北,2800,整租,1室1厅1卫  整租,1,1,采荷南肖埠 近地铁 出行方便 楼层好,5,1,南肖埠
2004,西湖区,山水人家清水湾,1.03103E+11,130,目前闲置,暂无数据,南,7500,整租,3室1厅2卫  整租,3,1,温馨三房，小区环境优美，配套设施齐全，居住舒适,18,2,文三西路
1996,西湖区,外东山弄,1.03103E+11,88,目前闲置,暂无数据,南 北,5600,整租,3室1厅1卫  整租,3,1,外东山弄 3室1厅 5600元,7,1,黄龙
2012,西湖区,金地自在城,1.03103E+11,88,目前闲置,距地铁2号线金家渡1151米,南,4300,整租,3室2厅2卫  整租,3,2,金地自在城乐活湾大三房，可合租，随时入住！,25,2,三墩
2018,滨江区,世茂智慧之门,1.03103E+11,46,暂无数据,距地铁1号线(临平-湘湖)江陵路605米,南,5500,暂无数据,2室1厅1卫,2,1,世茂智慧之门 2室1厅 5500元,19,1,滨江区政府
2016,拱墅区,蓝钻天成,1.03103E+11,45,暂无数据,暂无数据,南,3900,暂无数据,1室1厅1卫,1,1,蓝钻天成 1室1厅 3900元,21,1,申花
2006,拱墅区,蓝色霞湾,1.03103E+11,70.7,暂无数据,暂无数据,西南,4500,暂无数据,2室1厅1卫,2,1,蓝色霞湾 2室1厅 4500元,15,1,德胜
2015,西湖区,西溪诚园致诚苑,1.03103E+11,89,目前闲置,暂无数据,南 北,10000,整租,2室2厅1卫  整租,2,2,高品质的房子，旁边是西溪银泰城,12,1,西溪
2007,西湖区,嘉绿青苑,1.03103E+11,119.76,目前闲置,距地铁2号线古翠路645米,南,7000,整租,3室1厅1卫  整租,3,1,电梯房三房 户型正气 给你温暖的家,18,1,嘉绿
2012,西湖区,西溪蝶园二期,1.03103E+11,138,暂无数据,暂无数据,南 北,10500,暂无数据,3室2厅2卫,3,2,西溪蝶园二期 3室2厅 10500元,16,2,西溪
2015,西湖区,西溪诚园致诚苑,1.03103E+11,88,暂无数据,暂无数据,南,11000,暂无数据,2室1厅1卫,2,1,西溪诚园致诚苑 2室1厅 11000元,14,1,西溪
1989,西湖区,庆丰新村,1.03103E+11,63,目前闲置,暂无数据,南,4700,整租,2室1厅1卫  整租,2,1,庆丰新村 2室1厅 4700元,6,1,黄龙
板楼,西湖区,天目山路95号,1.03103E+11,65,暂无数据,距地铁2号线武林门1017米,南,5000,暂无数据,2室1厅1卫,2,1,天目山路95号 2室1厅 5000元,7,1,黄龙
1998,西湖区,翠苑东四区,1.03103E+11,62,暂无数据,距地铁2号线学院路841米,南,4200,暂无数据,2室1厅1卫,2,1,翠苑东四区 2室1厅 4200元,6,1,翠苑
暂无数据,西湖区,秀里华庭,1.03103E+11,120,目前闲置,暂无数据,南,6800,整租,3室2厅2卫  整租,3,2,秀里华庭 3室2厅 6800元,23,2,申花
1989,西湖区,翠苑三区,1.03103E+11,67,暂无数据,距地铁2号线古翠路971米,南,4500,暂无数据,3室1厅1卫,3,1,翠苑三区 3室1厅 4500元,6,1,翠苑
2003,西湖区,浪漫和山,1.03103E+11,59.37,目前闲置,暂无数据,南 北,2700,整租,2室1厅1卫  整租,2,1,浪漫和山两房，家具家电齐全，拎包入住,11,1,小和山
暂无数据,西湖区,中海定山府,1.03103E+11,315,暂无数据,暂无数据,南,12000,暂无数据,5室2厅4卫,5,2,中海定山府 5室2厅 12000元,3,4,转塘
暂无数据,西湖区,紫金西苑,1.03103E+11,139,暂无数据,暂无数据,南,8800,暂无数据,4室2厅2卫,4,2,紫金西苑大四房 宽敞舒适 直接拎包入住,22,2,西溪
1986,西湖区,九莲新村,1.03103E+11,59,暂无数据,距地铁2号线学院路829米,南,4100,暂无数据,2室1厅1卫,2,1,九莲新村 2室1厅 4100元,6,1,九莲
2017,江干区,地铁绿城杨柳郡,1.03104E+11,90.5,暂无数据,距地铁1号线(临平-湘湖)七堡289米,南 北,6500,暂无数据,3室2厅2卫,3,2,地铁绿城杨柳郡 3室2厅 6500元,10,2,九堡
2017,西湖区,融信杭州公馆,1.03103E+11,71.18,目前闲置,距地铁2号线学院路1119米,南,7200,整租,2室2厅1卫  整租,2,2,杭州公馆，带地暖，自住两房出租，看房方便,30,1,文教
2002,西湖区,华门自由21世纪,1.03103E+11,88,暂无数据,暂无数据,南,4900,暂无数据,3室1厅1卫,3,1,华门自由21世纪 3室1厅 4900元,27,1,文教
2007,西湖区,嘉绿福苑,1.03103E+11,72.48,暂无数据,暂无数据,南,5500,暂无数据,1室1厅1卫,1,1,嘉绿福苑 1室1厅 5500元,24,1,嘉绿
2014,滨江区,绿城明月江南,1.03103E+11,89,暂无数据,暂无数据,南,9000,暂无数据,2室1厅1卫,2,1,绿城明月江南 2室1厅 9000元,18,1,滨江区政府
2007,滨江区,天寓,1.03103E+11,141,暂无数据,距地铁4号线联庄432米,南 北,8000,暂无数据,2室2厅2卫,2,2,天寓南北通透大两房，原户型4房,32,2,彩虹城
1996,拱墅区,大关东八苑,1.03102E+11,53.99,暂无数据,暂无数据,南,3900,暂无数据,2室1厅1卫,2,1,大关东八苑 2室1厅 3900元,7,1,大关
1985,西湖区,花园西村,1.03104E+11,55.71,暂无数据,距地铁2号线学院路103米,南,4500,暂无数据,3室1厅1卫,3,1,花园西村 3室1厅 4500元,7,1,文教
1985,西湖区,花园南村,1.03103E+11,59.45,暂无数据,距地铁2号线学院路408米,南,3000,暂无数据,2室1厅1卫,2,1,花园南村 2室1厅 3000元,6,1,文教
暂无数据,西湖区,秀里华庭,1.03103E+11,90,目前闲置,暂无数据,南,4800,整租,2室2厅2卫  整租,2,2,秀丽华庭，简约风格，装修清新，家具家电全，看房方便,23,2,申花
1998,西湖区,天湖公寓,1.03103E+11,125,目前自住,距地铁2号线丰潭路875米,南,7600,整租,3室2厅2卫  整租,3,2,天湖公寓 3室2厅 7600元,7,2,文一西路
1990,西湖区,胜利新村,1.03103E+11,60,暂无数据,距地铁2号线武林门495米,南,4200,暂无数据,2室1厅1卫,2,1,胜利新村 2室1厅 4200元,5,1,黄龙
1995,西湖区,杭大路46号,1.03104E+11,58.56,暂无数据,暂无数据,东,4100,暂无数据,2室2厅1卫,2,2,杭大路46号 2室2厅 4100元,7,1,黄龙
2015,西湖区,丰盛九玺,1.03103E+11,37,暂无数据,暂无数据,南,2500,暂无数据,2室1厅1卫,2,1,西湖科技园旁 丰盛九玺精装两房loft 拎包入住随时看房,26,1,三墩
暂无数据,西湖区,体育场路466号,1.03103E+11,34,目前闲置,距地铁2号线武林门192米,南,4500,整租,1室1厅1卫  整租,1,1,体育场路466号 1室1厅 4500元,6,1,黄龙
1988,江干区,华家池,1.03103E+11,49.38,暂无数据,距地铁2号线庆菱路800米,南,4000,暂无数据,1室1厅1卫,1,1,华家池 1室1厅 4000元,5,1,南肖埠
2001,西湖区,西荡苑梨苑,1.03103E+11,92,暂无数据,暂无数据,南,5700,暂无数据,3室1厅1卫,3,1,西荡苑 精装三房 价格美丽 房东诚租,7,1,文三西路
1999,西湖区,嘉绿西苑,1.03103E+11,77.12,目前闲置,距地铁2号线丰潭路601米,南,4500,整租,2室2厅1卫  整租,2,2,嘉绿西苑地铁口清秀两室出租，小区环境优美，闹中取静,7,1,嘉绿
2009,西湖区,白马尊邸,1.03103E+11,83.55,目前出租,距地铁2号线金家渡886米,南 北,4500,整租,2室2厅1卫  整租,2,2,地铁口两房，南北通透，次新小区,18,1,三墩
2000,西湖区,嘉绿西苑,1.03103E+11,60,暂无数据,距地铁2号线丰潭路370米,南,2700,暂无数据,1室1厅1卫,1,1,嘉绿西苑 1室1厅 2700元,5,1,嘉绿
2011,西湖区,云溪印象,1.03103E+11,70,暂无数据,暂无数据,南,4000,暂无数据,2室1厅1卫,2,1,云溪印象 2室1厅 4000元,9,1,转塘
1988,西湖区,文三新村,1.03103E+11,75,暂无数据,距地铁2号线沈塘桥898米,南 北,5200,暂无数据,3室1厅1卫,3,1,文三新村 3室1厅 5200元,6,1,文三
2001,西湖区,南都银座公寓,1.03103E+11,172.46,目前闲置,距地铁2号线古翠路269米,南,8800,整租,3室1厅2卫  整租,3,1,地理位置优越，环境优美，好环境总会给人带来好心情。,16,2,嘉绿
2008,西湖区,枫华府第,1.03103E+11,58.32,暂无数据,距地铁2号线学院路114米,南,5000,暂无数据,1室1厅1卫,1,1,枫华府第 1室1厅 5000元,25,1,翠苑
1987,西湖区,外东山弄,1.03103E+11,120,暂无数据,暂无数据,南,8000,暂无数据,4室2厅2卫,4,2,外东山弄 4室2厅 8000元,4,2,黄龙
2000,西湖区,高教新村,1.03103E+11,85.6,目前闲置,距地铁2号线文新584米,南,5500,整租,3室2厅1卫  整租,3,2,高教新村 3室2厅 5500元,7,1,文一西路
1997,西湖区,天河西苑,1.03103E+11,71.4,暂无数据,距地铁2号线文新1169米,南 北,4600,暂无数据,2室1厅1卫,2,1,天河西苑 2室1厅 4600元,6,1,文一西路
2016,西湖区,马也美上,1.03103E+11,50,暂无数据,暂无数据,南,3500,暂无数据,1室1厅1卫,1,1,马也美上 1室1厅 3500元,12,1,转塘
1990,西湖区,古荡新村东区,1.03103E+11,56,暂无数据,距地铁2号线古翠路1157米,南,3700,暂无数据,2室1厅1卫,2,1,古荡新村东区 2室1厅 3700元,6,1,古荡
2006,西湖区,世贸丽晶城欧美中心,1.03103E+11,53.74,目前闲置,暂无数据,南,6000,整租,1室1厅1卫  整租,1,1,链家房源 世贸丽晶城公寓 中间楼层 交通便捷,24,1,九莲
2008,西湖区,广宇西城美墅,1.03103E+11,80,暂无数据,距地铁2号线虾龙圩651米,南,5300,暂无数据,2室2厅1卫,2,2,广宇西城美墅 2室2厅 5300元,24,1,申花
2008,西湖区,西溪佳苑,1.03103E+11,180,暂无数据,暂无数据,南,5100,暂无数据,4室2厅2卫,4,2,西溪佳苑 4室2厅 5100元,6,2,西溪
2018,西湖区,龙湖水晶郦城,1.03103E+11,90,目前闲置,暂无数据,南,4300,整租,2室2厅1卫  整租,2,2,湖水晶郦城 大品牌开发商 小区品质高 物业管理好,31,1,良渚
1988,西湖区,保俶北路82号,1.03103E+11,37,暂无数据,暂无数据,南,3000,暂无数据,1室1厅1卫,1,1,保俶北路82号 1室1厅 3000元,5,1,文教
1982,西湖区,金祝新村,1.03103E+11,56,暂无数据,距地铁2号线武林门488米,南,3300,暂无数据,2室1厅1卫,2,1,金祝新村 2室1厅 3300元,6,1,黄龙
1999,西湖区,南都德迦西区,1.03103E+11,88.14,目前闲置,距地铁2号线丰潭路599米,南,6000,整租,3室2厅1卫  整租,3,2,南都德迦西区 3室2厅 6000元,5,1,文三西路
